district,total_load,Avg_Service_Min,Stress_Level_Percent,Est_Wait_Time_Mins,Optimal_Counters
Debagarh,13201.0,13.36577791243751,7351.734759253648,480.0,433.0
Bhadradri Kothagudem,12136.0,14.536541155145423,7350.644310785202,480.0,433.0
Nalbari,14388.0,12.260754743206617,7350.322468552367,480.0,433.0
Khagaria,23524.0,7.498405951115834,7349.687566418705,480.0,433.0
Bhind,20633.0,8.54536202384414,7346.518943249005,480.0,433.0
Dharwad,19741.0,8.930452841657381,7345.66956446493,480.0,433.0
Koriya,16336.0,10.788394442064027,7343.300483564914,480.0,432.0
Belagavi,20927.0,8.421492737003058,7343.190771135958,480.0,432.0
Begusarai,14068.0,12.526121259506716,7342.394744947519,480.0,432.0
Sundargarh,13076.0,13.476332492161811,7342.355152812827,480.0,432.0
Dumka,23533.0,7.486827568624118,7341.146382184641,480.0,432.0
Dhenkanal,16855.0,10.451174655908876,7339.7728677226705,480.0,432.0
Jind,17367.0,10.140776140027636,7338.119134327498,480.0,432.0
Nabarangapur,17166.0,10.257470728723714,7336.655938719638,480.0,432.0
Koraput,19119.0,9.201621338912133,7330.241599110879,480.0,432.0
Cachar,20991.0,8.379620807926829,7329.025849133002,480.0,432.0
Panipat,21469.0,8.190265486725664,7326.533738938053,480.0,431.0
Sundargarh,12996.0,13.52850657844118,7325.686312225899,480.0,431.0
Anantnag,15652.0,11.227240784514152,7322.032198300646,480.0,431.0
Kanker,15343.0,11.451707507820647,7320.981178853842,480.0,431.0
Rajgarh,18199.0,9.65412087912088,7320.639411630037,480.0,431.0
Sangrur,15176.0,11.571456809646175,7317.017855966266,480.0,431.0
Sundargarh,12944.0,13.562765546543067,7314.851551435562,480.0,431.0
Sikar,12563.0,13.971267112384592,7313.37619720365,480.0,431.0
West Tripura,17424.0,10.071736011477762,7312.080344332855,480.0,431.0
Imphal East,12903.0,13.596171729696218,7309.641826177929,480.0,430.0
Kalaburagi,21847.0,8.029339069937752,7309.04044420542,480.0,430.0
Jalaun,21170.0,8.285390392518067,7308.404775400312,480.0,430.0
Cachar,20884.0,8.396935599712712,7306.733461016678,480.0,430.0
Sivaganga,16692.0,10.501407775714371,7303.7291080093455,480.0,430.0
Baramula,17228.0,10.174125021765628,7303.326078124092,480.0,430.0
Tehri Garhwal,16135.0,10.861737729300941,7302.255760927946,480.0,430.0
Puri,17707.0,9.896939236503275,7301.879294198478,480.0,430.0
Gondiya,20885.0,8.390548692904337,7301.5253938044625,480.0,430.0
Hingoli,13217.0,13.258057194734453,7301.32258095022,480.0,430.0
Gondiya,20866.0,8.393635884410791,7297.566931838149,480.0,430.0
Shupiyan,13561.0,12.910706385488865,7295.087053900604,480.0,430.0
Mandsaur,24417.0,7.166639364403309,7291.159723359816,480.0,429.0
Thiruvarur,12265.0,14.263411054948639,7289.19735787271,480.0,429.0
Bagalkot,19878.0,8.80024146083807,7288.799989939132,480.0,429.0
Banda,21693.0,8.062828431824467,7287.789048815341,480.0,429.0
Nagapattinam,18117.0,9.652555469698642,7286.472810188762,480.0,429.0
Koraput,18900.0,9.25030421670811,7284.614570657636,480.0,429.0
Malerkotla,14043.0,12.445528339504415,7282.189769652521,480.0,429.0
Bharatpur,12536.0,13.937146047698812,7279.835952248012,480.0,429.0
Barwani,22356.0,7.815002012792414,7279.674374916133,480.0,429.0
Puri,17600.0,9.926708709732402,7279.586387137096,480.0,429.0
Sundargarh,12773.0,13.67739157664005,7279.221775350973,480.0,429.0
Bagalkot,18411.0,9.487019335216164,7277.729707527699,480.0,429.0
Hapur,22202.0,7.8665045264153495,7277.172228978067,480.0,429.0
Nagapattinam,12219.0,14.288461538461538,7274.61298076923,480.0,428.0
Sehore,17136.0,10.187897531656649,7274.158837602848,480.0,428.0
Chikkamagaluru,13002.0,13.425363377682073,7273.1906098592635,480.0,428.0
Gadchiroli,12283.0,14.209133832627808,7272.116286090308,480.0,428.0
Katni,20547.0,8.49304068522484,7271.104456638116,480.0,428.0
Morena,12611.0,13.8372185220425,7270.881782561582,480.0,428.0
Seoni,23339.0,7.475792630676949,7269.896841973723,480.0,428.0
Sabarkantha,20314.0,8.586758552793503,7267.975551726967,480.0,428.0
Debagarh,12796.0,13.630538407439243,7267.348727566357,480.0,428.0
Kollam,12639.0,13.79628164556962,7265.4668215981,480.0,428.0
Guna,22342.0,7.803786420802936,7264.674842232466,480.0,428.0
Bijapur,18690.0,9.326948798887164,7263.3613771333785,480.0,428.0
Jammu,19038.0,9.153842113556385,7261.2852565786025,480.0,428.0
Mandi,14617.0,11.919209194144205,7259.295032950243,480.0,428.0
Lawngtlai,12580.0,13.846276130673237,7257.756405161223,480.0,427.0
Dakshin Dinajpur,25404.0,6.85652430623893,7257.630978153907,480.0,427.0
Tirupati,20962.0,8.308925249248675,7257.15379478128,480.0,427.0
Hoshiarpur,21923.0,7.94357781426747,7256.127350924406,480.0,427.0
Maharajganj,13424.0,12.972067039106145,7255.709497206703,480.0,427.0
Gandhinagar,22488.0,7.743341189025746,7255.510694117124,480.0,427.0
Sant Ravidas Nagar,19613.0,8.87758743754461,7254.8384338567685,480.0,427.0
Sidhi,23272.0,7.480771709706527,7253.854967845429,480.0,427.0
Hathras,22768.0,7.6424085379243705,7250.098232977587,480.0,427.0
Mumbai City,19455.0,8.942485608552632,7249.002396432978,480.0,427.0
Banswara,20501.0,8.483806457906546,7246.938174730922,480.0,427.0
Baleswar,20736.0,8.386458986352896,7245.900564208901,480.0,427.0
Kaithal,22818.0,7.620842280555677,7245.51579823831,480.0,427.0
Kendujhar,21322.0,8.154105895042912,7244.243578921039,480.0,427.0
Kawardha,12314.0,14.11855460820138,7243.995060224658,480.0,427.0
Dausa,19144.0,9.081222251240533,7243.788282406197,480.0,427.0
Lalitpur,20388.0,8.526656530482123,7243.394722644563,480.0,427.0
Bhiwani,16626.0,10.454682143501534,7242.481054910688,480.0,427.0
Nagapattinam,17905.0,9.707639897241148,7242.303848337615,480.0,427.0
Nainital,22052.0,7.8810139210084795,7241.338291086625,480.0,426.0
Ananthapuramu,20138.0,8.627042057698992,7238.80720658093,480.0,426.0
Yamuna Nagar,18600.0,9.339820439761302,7238.360840815009,480.0,426.0
Ramanathapuram,17986.0,9.655862567409796,7236.264339059691,480.0,426.0
Hoshiarpur,21891.0,7.93326329252695,7236.127780696145,480.0,426.0
Mahesana,19846.0,8.750440872675972,7235.885398296972,480.0,426.0
Bishnupur,19003.0,9.135182066933277,7233.1610340805455,480.0,426.0
Baghpat,20240.0,8.575663257744182,7232.142680697593,480.0,426.0
Theni,16718.0,10.382199892338058,7232.067408337818,480.0,426.0
Dumka,23008.0,7.543569907427528,7231.769017920525,480.0,426.0
Buxar,24565.0,7.065252788406741,7231.580614467149,480.0,426.0
Hooghly,14068.0,12.333499182600043,7229.486104200725,480.0,426.0
Valsad,18579.0,9.336652314316469,7227.735972820237,480.0,426.0
Chitrakoot,18845.0,9.204340443595457,7227.3248191481825,480.0,426.0
Baramula,16859.0,10.287366548042705,7226.446359727166,480.0,426.0
Kalahandi,18896.0,9.178176430121184,7226.284242648745,480.0,426.0
Chikkamagaluru,12767.0,13.580435463659148,7224.225815189014,480.0,425.0
Katni,12334.0,14.056749087961085,7223.997635454669,480.0,425.0
Mandya,19328.0,8.967354751927155,7221.709693552003,480.0,425.0
Banda,21371.0,8.10897435897436,7220.703792735043,480.0,425.0
Dholpur,24191.0,7.1633184523809526,7220.326528397817,480.0,425.0
Jalaun,20743.0,8.353017740069419,7219.443624260832,480.0,425.0
Unnao,13139.0,13.178462709284627,7214.6592307204455,480.0,425.0
Bokaro,21065.0,8.21964302667806,7214.449181540556,480.0,425.0
Jhalawar,12104.0,14.304832713754648,7214.403965303593,480.0,425.0
Khagaria,22872.0,7.569623573645783,7213.851265684431,480.0,425.0
Debagarh,12537.0,13.80882118360185,7213.382965784017,480.0,425.0
Raisen,19182.0,9.023614658812491,7212.124016055883,480.0,425.0
Bathinda,15367.0,11.260736595523165,7210.155802641853,480.0,425.0
Siddharthnagar,13585.0,12.733328426321213,7207.594444648905,480.0,424.0
Shrawasti,22427.0,7.711565899768147,7206.13701808751,480.0,424.0
Dhamtari,11950.0,14.472429085432182,7206.063648788107,480.0,424.0
Rajgarh,17646.0,9.799965999886666,7205.425001416671,480.0,424.0
Pashchimi Singhbhum,12625.0,13.695152859179471,7204.2210352975335,480.0,424.0
Khargone,12137.0,14.245757126379964,7204.198093453066,480.0,424.0
Medchal-malkajgiri,27985.0,6.17791038376331,7203.700920400676,480.0,424.0
Mandi,14345.0,12.050397323295693,7202.622900111531,480.0,424.0
Karnal,18621.0,9.279615508538289,7199.821682687146,480.0,424.0
Bharatpur,12406.0,13.926009510760055,7198.586416270385,480.0,424.0
Dhanbad,12488.0,13.833773720874369,7198.17359276163,480.0,424.0
Karauli,22358.0,7.7266425153182166,7198.011389895196,480.0,424.0
Sant Ravidas Nagar,19337.0,8.932929982418036,7197.3361279174,480.0,424.0
Mandla,27288.0,6.329290190186522,7196.402946242076,480.0,424.0
Sangrur,17891.0,9.653196959534988,7196.056116793354,480.0,424.0
Sambhal,12930.0,13.353182275152733,7194.0269507385365,480.0,424.0
Sonipat,21607.0,7.989864864864865,7193.2087556306315,480.0,424.0
Nagapattinam,17668.0,9.77078499066161,7192.926217292056,480.0,424.0
Valsad,22849.0,7.55382932166302,7191.560257111597,480.0,424.0
Giridih,12560.0,13.739351962423374,7190.260860334898,480.0,423.0
Maharajganj,13319.0,12.95608108108108,7190.085163288288,480.0,423.0
Buxar,24347.0,7.083744044685395,7186.163177331471,480.0,423.0
Shahdol,18960.0,9.096039238436791,7185.870998365064,480.0,423.0
North Delhi,23914.0,7.210537319673845,7184.699560945013,480.0,423.0
Bhavnagar,19827.0,8.696035908815816,7184.012665170465,480.0,423.0
Dakshina Kannada,22696.0,7.596158082565978,7183.433493413228,480.0,423.0
Karauli,20367.0,8.464503142183817,7183.188979035742,480.0,423.0
Mahasamund,12528.0,13.760874770532364,7183.176630217893,480.0,423.0
Chitrakoot,18624.0,9.254228187919463,7181.281073825502,480.0,423.0
Auraiya,19556.0,8.811167356956588,7179.632868026793,480.0,423.0
Dakshin Dinajpur,25276.0,6.8152866242038215,7177.632696390659,480.0,423.0
Gandhinagar,22113.0,7.7898616261192,7177.383755765578,480.0,423.0
Bhiwani,16521.0,10.425795908485656,7176.857258503813,480.0,423.0
Chandigarh,25543.0,6.742679298465393,7176.177388362564,480.0,423.0
Lawngtlai,12176.0,14.13977170074731,7173.577509512469,480.0,422.0
Sehore,16280.0,10.57428904858424,7172.892737956309,480.0,422.0
Koppal,22517.0,7.645217159605648,7172.806449285016,480.0,422.0
Sundergarh,18691.0,9.204205007489835,7168.158158124687,480.0,422.0
Ambedkar Nagar,21503.0,7.999674479166667,7167.375013563368,480.0,422.0
Godda,21970.0,7.829411496973283,7167.173774520958,480.0,422.0
Palwal,22710.0,7.573422570560521,7166.351107392893,480.0,422.0
Theni,18827.0,9.130284682387932,7162.3279048049,480.0,422.0
Shahdol,18840.0,9.122127275622313,7160.869911363517,480.0,422.0
Jhabua,22022.0,7.800935385733097,7158.008294358929,480.0,422.0
Jhabua,22020.0,7.80028154943009,7156.758321602108,480.0,421.0
Lawngtlai,12095.0,14.200975529100528,7156.6999593529545,480.0,421.0
Mahesana,19462.0,8.82443610954118,7155.882315162103,480.0,421.0
Bharuch,21910.0,7.835790242344028,7153.423508739901,480.0,421.0
Fatehabad,18092.0,9.489305256176422,7153.354612280992,480.0,421.0
Etah,20995.0,8.177033720708707,7153.200956928304,480.0,421.0
Karbi Anglong,16488.0,10.41178967796713,7152.89950876342,480.0,421.0
Bijapur,17073.0,10.054761625863886,7152.706051598922,480.0,421.0
SAS Nagar (Mohali),25127.0,6.830030245144858,7150.757082073119,480.0,421.0
Karbi Anglong,16472.0,10.417046075396103,7149.565956413525,480.0,421.0
Rajouri,13552.0,12.656976315206965,7146.972625986865,480.0,421.0
Karnal,18365.0,9.339268213002287,7146.485863824458,480.0,421.0
Nalanda,13608.0,12.59166727900654,7139.475347196708,480.0,420.0
Lawngtlai,11996.0,14.276902558973077,7136.07179572671,480.0,420.0
Shupiyan,12789.0,13.388193901485536,7134.233825254106,480.0,420.0
Dholpur,19728.0,8.677581225606975,7132.971767448933,480.0,420.0
Davangere,17059.0,10.030187573270808,7129.373742184447,480.0,420.0
Pauri Garhwal,15978.0,10.706552349959322,7127.887226985419,480.0,420.0
Budaun,13236.0,12.923623177457127,7127.378182367606,480.0,420.0
Ganganagar,20133.0,8.492351246647463,7124.021152031391,480.0,420.0
Faizabad,12258.0,13.946488294314381,7123.16889632107,480.0,420.0
Buxar,22444.0,7.613722432613054,7120.099428231974,480.0,419.0
Ambedkar Nagar,12586.0,13.575911654882022,7119.43433701438,480.0,419.0
Mandi,13943.0,12.253657487091221,7118.864430938038,480.0,419.0
Sidhi,19440.0,8.78812818270665,7118.383827992386,480.0,419.0
Sabarkantha,18735.0,9.116406917164817,7116.495149711785,480.0,419.0
Rajouri,13400.0,12.743825087680024,7115.302340621346,480.0,419.0
West Delhi,12826.0,13.312543852810478,7114.4453106728,480.0,419.0
Surajpur,12119.0,14.086221122112212,7112.954740786578,480.0,419.0
Cachar,19944.0,8.557031837553271,7110.893457006769,480.0,419.0
Sidhi,19399.0,8.796134020618556,7109.84182774914,480.0,419.0
Valsad,22718.0,7.510893965403407,7109.687046084775,480.0,419.0
Chandigarh,25436.0,6.707945119314385,7109.303835620029,480.0,419.0
Pashchimi Singhbhum,12169.0,14.020953163516845,7109.2074602848525,480.0,419.0
Purba Bardhaman,15139.0,11.268494055482167,7108.072146081021,480.0,419.0
Raisen,17470.0,9.762463510961021,7106.25989735371,480.0,419.0
Valsad,17979.0,9.481368186874304,7102.729942992212,480.0,418.0
Mumbai City,18748.0,9.091151528081499,7101.704535352998,480.0,418.0
Banda,12219.0,13.948036006546644,7101.29383183306,480.0,418.0
Khagaria,22311.0,7.634232699892435,7096.973573637506,480.0,418.0
Auraiya,21897.0,7.778107589734223,7096.550912183761,480.0,418.0
Nagapattinam,17191.0,9.903152629129828,7093.545701973787,480.0,418.0
Mainpuri,22084.0,7.707946570070184,7092.595502226247,480.0,418.0
Raisen,17448.0,9.755859934666743,7092.510172502722,480.0,418.0
Chitrakoot,19674.0,8.649047013977128,7090.056289707751,480.0,418.0
Faizabad,12204.0,13.941827120032773,7089.419090536664,480.0,418.0
Buxar,24337.0,6.990919549675405,7089.083711685432,480.0,418.0
Kottayam,16510.0,10.304039731088364,7088.320665011204,480.0,417.0
Sant Kabir Nagar,12423.0,13.693254990341275,7087.971114375402,480.0,417.0
Angul,17748.0,9.584765338892332,7087.933968110879,480.0,417.0
Haveri,24496.0,6.942482752990162,7085.960729885291,480.0,417.0
Sidhi,23001.0,7.392183288409703,7084.483659029649,480.0,417.0
Cachar,20598.0,8.25331326763435,7083.406111947181,480.0,417.0
Buxar,22261.0,7.635207977719881,7081.973533000928,480.0,417.0
Shupiyan,12532.0,13.560201069177372,7080.684991622118,480.0,417.0
Valsad,17873.0,9.50794450039163,7080.645502312484,480.0,417.0
Malerkotla,13069.0,13.000382555470543,7079.2499840601895,480.0,417.0
Madhepura,12797.0,13.274339740584466,7077.988569177475,480.0,417.0
Bokaro,20410.0,8.32296310812797,7077.98654320383,480.0,417.0
Seoni,23379.0,7.264114627887083,7076.155661890505,480.0,417.0
Dausa,18325.0,9.26361453672378,7073.155682727636,480.0,417.0
Bargarh,15656.0,10.83732515807626,7069.54844478508,480.0,416.0
Shahdol,18773.0,9.03723234260147,7068.998448652391,480.0,416.0
Dhenkanal,15555.0,10.906724093597326,7068.920553162767,480.0,416.0
Tonk,22732.0,7.461839616416663,7067.60575668265,480.0,416.0
Purba Bardhaman,14938.0,11.352834861771203,7066.19363188076,480.0,416.0
Cachar,20491.0,8.27030060511419,7061.113737474786,480.0,416.0
Osmanabad,12759.0,13.281739811912226,7060.904927507838,480.0,416.0
Hathras,21859.0,7.752287282708143,7060.718654696554,480.0,416.0
Yamuna Nagar,17747.0,9.548399819697995,7060.64381667418,480.0,416.0
Karnal,17951.0,9.439338235294118,7060.231694240196,480.0,416.0
Puruliya,13777.0,12.29460008709537,7057.612724996372,480.0,416.0
Sehore,16095.0,10.523421968190855,7057.269857417992,480.0,416.0
Bharuch,21448.0,7.8968716490279265,7057.17096368129,480.0,416.0
Bhind,17301.0,9.7870188417524,7055.21720754826,480.0,416.0
Sidhi,19136.0,8.848304331922455,7055.047987319503,480.0,416.0
Cooch Behar,27741.0,6.101398601398602,7052.454108391609,480.0,415.0
Dakshin Dinajpur,27234.0,6.211492564714522,7048.491187809803,480.0,415.0
Baran,11838.0,14.28752428414562,7047.321353154827,480.0,415.0
Purba Bardhaman,14847.0,11.391769935344827,7047.233676252694,480.0,415.0
Gomati,13655.0,12.383201523140011,7045.525699936535,480.0,415.0
Betul,11737.0,14.404924177883796,7044.608128159254,480.0,415.0
Shahdol,18653.0,9.063203602444515,7043.9973665165635,480.0,415.0
Buxar,24119.0,7.00891376451078,7043.666295259813,480.0,415.0
Alappuzha,17565.0,9.623989525219173,7043.557333769783,480.0,415.0
Karbi Anglong,17575.0,9.616807009558489,7042.30763304127,480.0,415.0
Bishnupur,18079.0,9.346515486725664,7040.652228521388,480.0,415.0
Davangere,16631.0,10.159632034632034,7040.201681998557,480.0,415.0
Ramanathapuram,17042.0,9.91374757965147,7039.586927184182,480.0,415.0
Jind,16889.0,10.003256364712847,7039.374864318137,480.0,415.0
Sant Ravidas Nagar,18563.0,9.096907993966818,7036.079295500251,480.0,414.0
Tikamgarh,19023.0,8.87536795626577,7034.838526335156,480.0,414.0
Balod,11949.0,14.12928870292887,7034.619612970712,480.0,414.0
Guna,18668.0,9.042798221650864,7033.789883407431,480.0,414.0
Kaithal,19642.0,8.592882960851194,7032.558629876629,480.0,414.0
Viluppuram,12023.0,14.029025282767797,7027.957123946551,480.0,414.0
North Twenty Four Parganas,15025.0,11.222214827632104,7025.574074382182,480.0,414.0
Raisen,17076.0,9.872342917374246,7024.171985711776,480.0,414.0
Mandi,13466.0,12.510581421251949,7019.478725774114,480.0,413.0
Bharuch,17642.0,9.54656237601315,7017.518893234332,480.0,413.0
Tehri Garhwal,14763.0,11.406461663505825,7016.39973076402,480.0,413.0
Chatra,19267.0,8.738582105044634,7015.260892412289,480.0,413.0
Kanpur Dehat,22918.0,7.345433919455473,7014.277273586688,480.0,413.0
Dumka,19316.0,8.714086038204691,7013.386913081743,480.0,413.0
Seraikela-kharsawan,12394.0,13.578862444534087,7012.350880731477,480.0,413.0
Raisen,17054.0,9.865728525359133,7010.422261311444,480.0,413.0
Hanumangarh,11839.0,14.206503378378379,7007.949729025901,480.0,413.0
Palwal,20086.0,8.3730771145517,7007.567788453561,480.0,413.0
Baghpat,19161.0,8.777006575514038,7007.34262472602,480.0,413.0
Dholpur,22060.0,7.62159466932596,7005.515766888779,480.0,413.0
Belgaum,12019.0,13.988768718801996,7005.458801303383,480.0,413.0
Anand,17720.0,9.488177868066137,7005.43799258883,480.0,413.0
Chitradurga,21504.0,7.8158567774936065,7003.007672634271,480.0,412.0
Wardha,11657.0,14.417138445702522,7002.524285898096,480.0,412.0
Belagavi,19273.0,8.715108436235344,6998.595203815156,480.0,412.0
Kasganj,19933.0,8.426055984749674,6998.190581000634,480.0,412.0
Kottayam,16072.0,10.448578361226902,6997.064642568283,480.0,412.0
Bijapur,16822.0,9.980978422397907,6995.834125899066,480.0,412.0
Baghpat,20978.0,8.00181133514467,6994.249924527703,480.0,412.0
Damoh,17630.0,9.521297714253304,6994.18661259524,480.0,412.0
Gandhinagar,23810.0,7.045903154004452,6990.123087368584,480.0,412.0
Medchal-malkajgiri,27640.0,6.067797836547158,6988.080508423478,480.0,412.0
Dharwad,21155.0,7.927065607865381,6987.378038933005,480.0,412.0
Alappuzha,17475.0,9.596303501945526,6987.308487354085,480.0,412.0
Nalanda,13363.0,12.547515713858127,6986.352186845256,480.0,411.0
Davangere,18277.0,9.172502461976146,6985.242812397417,480.0,411.0
Kottayam,16009.0,10.47001873828857,6983.938749219237,480.0,411.0
Surajpur,11910.0,14.070187221895727,6982.330408865755,480.0,411.0
Yadadri.,18841.0,8.89210274917737,6980.671162385451,480.0,411.0
Dhamtari,11587.0,14.455902657921989,6979.189337389254,480.0,411.0
Sawai Madhopur,19760.0,8.472749354789737,6975.896968776884,480.0,411.0
Bhavnagar,18818.0,8.894202667516872,6973.796074888854,480.0,411.0
Lalitpur,15891.0,10.530770198842184,6972.686217908381,480.0,411.0
Sundargarh,11296.0,14.811896963795698,6971.466170959841,480.0,411.0
Kanpur Dehat,22712.0,7.366706291551094,6971.359720571185,480.0,411.0
Jhalawar,18656.0,8.968215683121617,6971.292991013203,480.0,411.0
Koriya,18863.0,8.869539864291772,6971.088769172322,480.0,411.0
Lawngtlai,11198.0,14.937940887579249,6969.794252463016,480.0,410.0
Seoni,22854.0,7.316123386567491,6966.7784948588915,480.0,410.0
Etah,20100.0,8.318491617332471,6966.736729515945,480.0,410.0
Garhwa,17680.0,9.454216390475652,6964.606074317065,480.0,410.0
Bundi,17076.0,9.785676641096211,6962.508930139954,480.0,410.0
Adilabad,12354.0,13.523269931201943,6961.1031970862,480.0,410.0
Sawai Madhopur,19736.0,8.464812281501748,6960.8972994882715,480.0,410.0
Shivpuri,12325.0,13.552247282167775,6959.643656363243,480.0,410.0
Dumka,19053.0,8.765351107379027,6958.593110370526,480.0,410.0
Chhatarpur,12096.0,13.805075638588079,6957.758121848393,480.0,410.0
Chitrakoot,17530.0,9.519707945924363,6953.353345502253,480.0,410.0
Ramanathapuram,16628.0,10.036081544290095,6953.331829935655,480.0,410.0
Villupuram,11652.0,14.319059469664465,6951.903372522098,480.0,409.0
Dharwad,20982.0,7.951198589334223,6951.335366725445,480.0,409.0
Gajapati,15555.0,10.722872203651324,6949.7615469915145,480.0,409.0
Bokaro,12035.0,13.858009305417083,6949.214249612275,480.0,409.0
Alappuzha,17112.0,9.74639163209256,6949.177233681995,480.0,409.0
Kottayam,15833.0,10.530819754957687,6947.269549176876,480.0,409.0
Rewa,12013.0,13.878391876144498,6946.7134003384945,480.0,409.0
Shupiyan,11871.0,14.036809299191376,6942.956799612534,480.0,409.0
Seraikela-kharsawan,12055.0,13.820089581950896,6941.715829600753,480.0,409.0
Sundergarh,17562.0,9.474463360473724,6932.938564026648,480.0,408.0
Dhenkanal,14899.0,11.166778523489933,6932.2430508948555,480.0,408.0
Seraikela-kharsawan,12009.0,13.853871773522066,6932.131088676104,480.0,408.0
Churachandpur,11205.0,14.847849366410852,6932.089672943066,480.0,408.0
Sirsa,11661.0,14.265563368204425,6931.280601526325,480.0,408.0
Debagarh,11182.0,14.876151301082,6931.046827029122,480.0,408.0
Badgam,13808.0,12.04576725324064,6930.33142636445,480.0,408.0
Koriya,14347.0,11.590814050738778,6928.892049414553,480.0,408.0
Sonipat,17058.0,9.748519842898176,6928.760478339879,480.0,408.0
Kaimur (Bhabua),20086.0,8.278488574700054,6928.405062976054,480.0,408.0
Kaithal,19475.0,8.537944136372971,6928.185918994318,480.0,408.0
Bagalkot,18142.0,9.163864851457863,6927.118172297855,480.0,408.0
Puri,15904.0,10.452059100911663,6926.231164204129,480.0,408.0
Kaushambi,12061.0,13.778394959376554,6924.217566876692,480.0,408.0
Ramanathapuram,11708.0,14.191647450678964,6923.15868135622,480.0,408.0
Sonbhadra,20555.0,8.082554971784393,6922.371560209508,480.0,408.0
Hapur,16289.0,10.199201964395334,6922.283366584816,480.0,408.0
Alappuzha,16976.0,9.784414207457148,6920.842316074691,480.0,408.0
Ratnagiri,12199.0,13.607786885245902,6916.724675546449,480.0,407.0
Seraikela-kharsawan,11913.0,13.925214033909686,6912.128116081921,480.0,407.0
Pashchimi Singhbhum,11221.0,14.78301550525753,6911.675707687282,480.0,407.0
Tehri Garhwal,14256.0,11.634284912674476,6910.765238128639,480.0,407.0
Gomati,13005.0,12.752191296324773,6910.093658695986,480.0,407.0
West Singhbhum,12181.0,13.607371531768182,6906.308026186177,480.0,407.0
Bathinda,11467.0,14.454569236135333,6906.272726281829,480.0,407.0
Mau,12122.0,13.673183205477192,6906.096950699773,480.0,407.0
Singrauli,21064.0,7.8685022549252315,6905.922145739378,480.0,407.0
Kondagaon,15532.0,10.668898474216185,6904.555462563574,480.0,407.0
Golaghat,11341.0,14.610738846764239,6904.182885881384,480.0,407.0
Barpeta,11967.0,13.844000668449198,6902.964833305481,480.0,407.0
Etawah,21756.0,7.613181964425243,6901.349450751482,480.0,406.0
Medchal-malkajgiri,24373.0,6.792278657585952,6897.841988389268,480.0,406.0
Godda,22216.0,7.451050996984291,6897.189539541791,480.0,406.0
Muzaffarnagar,13074.0,12.65774378585086,6895.305927342255,480.0,406.0
Kasganj,19435.0,8.513840296357275,6894.436923320985,480.0,406.0
Alappuzha,17022.0,9.718615990131,6892.9283910004115,480.0,406.0
Rajsamand,18220.0,9.07359639975852,6888.371933483343,480.0,406.0
Mainpuri,21103.0,7.833822971948446,6888.215257376169,480.0,406.0
Garhwa,20265.0,8.156765025165301,6887.368468123951,480.0,406.0
Auraiya,20890.0,7.912019529941123,6886.753665852919,480.0,406.0
Chatra,22330.0,7.401370292418611,6886.358276237817,480.0,406.0
Chikkamagaluru,11145.0,14.82908666786291,6886.257121388839,480.0,406.0
Baghpat,20456.0,8.078408368773525,6885.496732984635,480.0,406.0
Koppal,22055.0,7.491158868335147,6884.062868380485,480.0,405.0
Kohima,11720.0,14.093507379916389,6882.329437192501,480.0,405.0
Sundergarh,17318.0,9.537502165252036,6882.102604076448,480.0,405.0
Kohima,11717.0,14.095835466803209,6881.704340188882,480.0,405.0
East Singhbhum,18491.0,8.93170019467878,6881.502845825223,480.0,405.0
Belagavi,18706.0,8.82771155182552,6880.4655120186735,480.0,405.0
Mewat,18892.0,8.738686285926004,6878.802554738086,480.0,405.0
Uttar Dinajpur,13376.0,12.339089481946624,6876.985871271586,480.0,405.0
Sindhudurg,15956.0,10.342796264962086,6876.235716822293,480.0,405.0
Kolar,18545.0,8.895988353283727,6874.004333818614,480.0,405.0
Shahdol,19946.0,8.268912618438863,6872.155461974232,480.0,405.0
Supaul,12166.0,13.554697131585437,6871.1018876195185,480.0,405.0
Ganganagar,18914.0,8.717420037007665,6870.053440831792,480.0,405.0
Thiruvananthapuram,12205.0,13.508520399803375,6869.645478316675,480.0,405.0
Kota,11880.0,13.877619728979042,6869.421765844625,480.0,405.0
Theni,17417.0,9.464634286370421,6868.5639735714,480.0,405.0
Nabarangapur,19270.0,8.55430439520523,6868.3935706502,480.0,405.0
Gajapati,15158.0,10.87274886206214,6867.046968797414,480.0,404.0
Cachar,19551.0,8.42752659574468,6865.273853058511,480.0,404.0
Maldah,15286.0,10.778439196703081,6864.96756503347,480.0,404.0
Alappuzha,16886.0,9.756617516432758,6864.593474270148,480.0,404.0
Bhiwani,14786.0,11.133428011090823,6859.119440499538,480.0,404.0
Katni,18558.0,8.867395872622447,6856.713858505307,480.0,404.0
Kendujhar,19461.0,8.455708560271297,6856.522678809988,480.0,404.0
Shajapur,15911.0,10.339680744092508,6854.777513302328,480.0,404.0
Puri,15560.0,10.572585309427415,6854.559475612107,480.0,404.0
Shrawasti,18614.0,8.8348106365834,6852.131882890143,480.0,404.0
Khorda,11488.0,14.313691356950127,6851.4869295267945,480.0,404.0
Sabarkantha,18309.0,8.979519388312397,6850.25085335882,480.0,403.0
Gurdaspur,20225.0,8.126421437753386,6848.203065773427,480.0,403.0
Bundi,20606.0,7.975930509050323,6848.001002895455,480.0,403.0
Kasganj,19691.0,8.34526711354865,6846.943947203601,480.0,403.0
Sirohi,19054.0,8.622408816583574,6845.474066299309,480.0,403.0
